property_ID,locality_name,postal_code,price,type_of_property,subtype_of_property,type_of_sale,nr_or_rooms,living_area,equiped_kitchen,furnished,open_fire,terrace,garden,nr_of_facades,swimming_pool,state_of_building
6436701,SAMBRE,6031.0,112000.0,house,appartement,Vaste prijs,2.0,,1.0,,,,,,,Uitstekende staat
6437138,Assebroek,8310.0,,house,appartement,Vaste prijs,,,,,,,,2.0,,Goed
6444790,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,2.0,,
6445536,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,162.0,,0.0,,,,2.0,,
6447454,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,120.0,3.0,0.0,Uitstekende staat
6451716,Gullegem,8560.0,,house,huis,Vaste prijs,3.0,150.0,,0.0,,,,3.0,,
6451717,Gullegem,8560.0,,house,huis,Vaste prijs,3.0,158.0,,0.0,,,,2.0,,Goed
6458395,Halle,1500.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,3.0,,
6458396,Halle,1500.0,,house,huis,Vaste prijs,4.0,195.0,,0.0,,,,,,
6461355,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,2.0,,Goed
6463166,Lier,2500.0,,house,huis,Vaste prijs,7.0,,,0.0,,,,4.0,,
6465005,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,143.0,3.0,0.0,Uitstekende staat
6465006,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,143.0,3.0,0.0,Uitstekende staat
6465008,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,123.0,3.0,0.0,Uitstekende staat
6465009,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,129.0,3.0,0.0,Uitstekende staat
6465010,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,133.0,4.0,0.0,Uitstekende staat
6465011,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,102.0,3.0,0.0,Uitstekende staat
6465012,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,102.0,3.0,0.0,Uitstekende staat
6465013,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,102.0,3.0,0.0,Uitstekende staat
6465015,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,102.0,3.0,0.0,Uitstekende staat
6465016,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,102.0,3.0,0.0,Uitstekende staat
6465017,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,102.0,3.0,0.0,Uitstekende staat
6465018,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,102.0,3.0,0.0,Uitstekende staat
6465019,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,102.0,3.0,0.0,Uitstekende staat
6465020,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,149.0,3.0,0.0,Uitstekende staat
6465022,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,120.0,3.0,0.0,Uitstekende staat
6465023,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,120.0,3.0,0.0,Uitstekende staat
6465024,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,120.0,3.0,0.0,Uitstekende staat
6465026,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,120.0,3.0,0.0,Uitstekende staat
6465027,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,120.0,3.0,0.0,Uitstekende staat
6465028,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,120.0,3.0,0.0,Uitstekende staat
6465029,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,119.0,3.0,0.0,Uitstekende staat
6465030,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,118.0,3.0,0.0,Uitstekende staat
6465031,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,126.0,3.0,0.0,Uitstekende staat
6465032,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,122.0,3.0,0.0,Uitstekende staat
6471033,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,1.0,,Goed
6471034,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,,,,,3.0,,Goed
6471035,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6473244,Waremme,4300.0,,house,huis,Vaste prijs,2.0,125.0,1.0,,,,,4.0,,Te renoveren
6478298,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,256.0,,0.0,1.0,,,,,Goed
6487864,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
6489863,Waremme,4300.0,,house,huis,Vaste prijs,3.0,155.0,1.0,,,20.0,,2.0,,Goed
6493302,Brugge,8000.0,,house,huis,Vaste prijs,4.0,171.0,,,,,,,,
6493413,ARDENNE,6980.0,,house,huis,Vaste prijs,3.0,200.0,1.0,,,,,4.0,,Goed
6494241,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6495094,Halle,1500.0,,house,huis,Vaste prijs,3.0,193.0,1.0,0.0,,,,,,
6495097,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,Goed
6499318,Halle,1500.0,,house,huis,Vaste prijs,3.0,,1.0,0.0,,,,,,
6499480,Brugge,8000.0,,house,huis,Vaste prijs,3.0,175.0,,,,,,,,Goed
6499481,Brugge,8000.0,,house,appartement,Vaste prijs,2.0,100.0,,,,,,,,Goed
6501213,Halle,1500.0,,house,huis,Vaste prijs,5.0,,,0.0,,,,3.0,,Goed
6501214,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6501256,Lier,2500.0,,house,huis,Vaste prijs,3.0,137.0,,0.0,,,,4.0,,
6504724,Assebroek,8310.0,,house,appartement,Vaste prijs,3.0,,,0.0,,,,2.0,,
6505880,Assebroek,8310.0,,house,appartement,Vaste prijs,2.0,,,0.0,,,,2.0,,Goed
6507762,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,
6508423,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,3.0,,
6510088,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,Goed
6510338,Chênée,4032.0,,house,huis,Vaste prijs,5.0,,,,,,,2.0,,
6512648,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
6512649,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6516301,SAMBRE,6031.0,165000.0,house,appartement,Vaste prijs,3.0,,0.0,,,,,,,Goed
6516391,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,192.0,,0.0,,,,4.0,,
6517367,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,2.0,,
6517375,Ertvelde,9940.0,,house,huis,Vaste prijs,5.0,268.0,,0.0,,,,4.0,,Goed
6517922,Assebroek,8310.0,,house,appartement,Vaste prijs,1.0,75.0,,0.0,,,,2.0,,
6522499,Halle,1500.0,,house,appartement,Vaste prijs,2.0,80.0,,0.0,,,,2.0,,
6525209,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6530956,De Haan,8420.0,,house,appartement,Vaste prijs,2.0,78.0,,,,,,,,Goed
6531729,De Haan,8420.0,,house,huis,Vaste prijs,3.0,61.0,,1.0,,,,,,Op te frissen
6533977,Waremme,4300.0,,house,huis,Vaste prijs,1.0,115.0,1.0,,1.0,,,4.0,,Goed
6535858,Halle,1500.0,,house,huis,Vaste prijs,2.0,106.0,,0.0,,,,,,
6535859,Halle,1500.0,,house,huis,Vaste prijs,4.0,229.0,1.0,0.0,,,,3.0,,
6538679,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,3.0,,Goed
6539532,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,Goed
6541563,De Haan,8420.0,,house,huis,Vaste prijs,3.0,109.0,1.0,0.0,,,,,,Te renoveren
6545636,Assebroek,8310.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
6546102,Chênée,4032.0,,house,appartement,Vaste prijs,1.0,,,,,,,,,
6549708,Oostende,8400.0,,house,appartement,Vaste prijs,2.0,93.0,1.0,0.0,,,,2.0,0.0,
6551501,Assebroek,8310.0,,house,huis,Vaste prijs,5.0,,,0.0,,,,4.0,,
6551504,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,
6557690,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,,,,,,,4.0,,Goed
6563805,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6568635,Assebroek,8310.0,,house,appartement,Vaste prijs,2.0,,,0.0,,,8.0,2.0,,
6570490,Haccourt,4684.0,,house,huis,Vaste prijs,10.0,,,0.0,,,,4.0,,Op te frissen
6570885,Halle,1500.0,,house,huis,Vaste prijs,4.0,204.0,1.0,0.0,,,,,,
6571060,Oostende,8400.0,,house,appartement,Vaste prijs,2.0,100.0,1.0,0.0,,,,2.0,,Goed
6573117,Halle,1500.0,,house,huis,Vaste prijs,3.0,156.0,,0.0,,,,,,
6575927,Beringen,3580.0,,house,huis,Vaste prijs,3.0,165.0,1.0,0.0,,,175.0,3.0,,Goed
6575928,Beringen,3580.0,,house,huis,Vaste prijs,3.0,178.0,1.0,0.0,,,120.0,2.0,,Goed
6575929,Beringen,3580.0,,house,huis,Vaste prijs,3.0,186.0,,0.0,,,106.0,2.0,,Goed
6580470,Halle,1500.0,,house,huis,Vaste prijs,3.0,,1.0,0.0,,,,3.0,,
6584862,Halle,1500.0,,house,huis,Vaste prijs,4.0,231.0,1.0,0.0,,,,,,
6584865,Assebroek,8310.0,,house,huis,Vaste prijs,6.0,,,0.0,,,,,,Goed
6589957,Halle,1500.0,,house,huis,Vaste prijs,3.0,172.0,,0.0,,,,4.0,,Goed
6590761,Halle,1500.0,,house,huis,Vaste prijs,2.0,113.0,,0.0,,,,,,
6591684,Halle,1500.0,,house,appartement,Vaste prijs,,98.0,,0.0,,,,2.0,,
6592441,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,Te renoveren
6593461,Oostende,8400.0,,house,appartement,Vaste prijs,3.0,153.0,,0.0,,,,2.0,,Uitstekende staat
6593462,Oostende,8400.0,,house,appartement,Vaste prijs,3.0,153.0,,0.0,,,,2.0,,Uitstekende staat
6593463,Oostende,8400.0,,house,appartement,Vaste prijs,1.0,70.0,,0.0,,,,,,Uitstekende staat
6593464,Oostende,8400.0,,house,appartement,Vaste prijs,1.0,70.0,,0.0,,,,,,Uitstekende staat
6593465,Oostende,8400.0,,house,appartement,Vaste prijs,1.0,70.0,,0.0,,,,,,Uitstekende staat
6593466,Oostende,8400.0,,house,appartement,Vaste prijs,1.0,70.0,,0.0,,,,,,Uitstekende staat
6593467,Oostende,8400.0,,house,appartement,Vaste prijs,2.0,86.0,,0.0,,,,,,Uitstekende staat
6593468,Oostende,8400.0,,house,appartement,Vaste prijs,2.0,86.0,,0.0,,,,,,Uitstekende staat
6593469,Oostende,8400.0,,house,appartement,Vaste prijs,2.0,86.0,,0.0,,,,,,Uitstekende staat
6593470,Oostende,8400.0,,house,appartement,Vaste prijs,2.0,86.0,,0.0,,,,,,Uitstekende staat
6595780,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
6602464,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,,,,,,,4.0,,Goed
6605148,Halle,1500.0,,house,huis,Vaste prijs,3.0,,1.0,0.0,,,,2.0,,
6612162,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,170.0,,,,,,4.0,,Goed
6613112,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,4.0,,Goed
6614229,Halle,1500.0,,house,appartement,Vaste prijs,2.0,75.0,,0.0,,,33.0,,,
6614230,Halle,1500.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,
6614233,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6616222,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,2.0,,
6623262,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,Goed
6624031,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,4.0,,
6627376,Halle,1500.0,,house,huis,Vaste prijs,3.0,177.0,,0.0,,,,,,Goed
6632008,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,
6633088,Waremme,4300.0,,house,huis,Vaste prijs,3.0,133.0,1.0,,,,,2.0,,Goed
6637894,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,,,,,,,4.0,,Goed
6639388,Halle,1500.0,,house,appartement,Vaste prijs,2.0,93.0,1.0,0.0,,,,2.0,,
6644020,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6645081,Halle,1500.0,,house,huis,Vaste prijs,3.0,,1.0,0.0,,,,,,
6649335,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,220.0,0.0,,1.0,,,4.0,,Uitstekende staat
6649409,Lauwe,8930.0,,house,huis,Vaste prijs,2.0,160.0,1.0,0.0,,,250.0,,,Goed
6652706,Koksijde,8670.0,,house,appartement,Vaste prijs,2.0,69.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
6652712,Koksijde,8670.0,,house,appartement,Vaste prijs,2.0,65.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
6669115,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,3.0,,
6669948,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6673370,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,1.0,50.0,1.0,1.0,,,,,,Goed
6676552,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,
6676756,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,1.0,,,0.0,,,,,,
6678639,Chênée,4032.0,,house,huis,Vaste prijs,2.0,,,,,,,3.0,,
6680235,Halle,1500.0,,house,huis,Vaste prijs,2.0,,1.0,0.0,,,,3.0,,
6680368,Brugge,8000.0,,house,huis,Vaste prijs,4.0,190.0,,,,,,,,Goed
6681940,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,Te renoveren
6683814,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6684079,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,36.0,,0.0,,,,,,Goed
6688228,Waremme,4300.0,,house,huis,Vaste prijs,2.0,134.0,1.0,,,,,2.0,,Te renoveren
6689301,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,2.0,,
6690255,Halle,1500.0,,house,appartement,Vaste prijs,2.0,100.0,1.0,0.0,,,,2.0,,
6690997,Oostende,8400.0,,house,appartement,Vaste prijs,2.0,71.0,1.0,0.0,,,,2.0,0.0,Goed
6691048,Halle,1500.0,,house,appartement,Vaste prijs,2.0,95.0,1.0,0.0,,,,2.0,,
6691188,Brugge,8000.0,,house,huis,Vaste prijs,4.0,220.0,,,,,,,,Net gerenoveerd
6697294,Brugge,8000.0,,house,huis,Vaste prijs,5.0,206.0,,,,,,,,Goed
6699140,Oostende,8400.0,,house,huis,Vaste prijs,4.0,191.0,1.0,0.0,,,30.0,,0.0,Goed
6699150,Assebroek,8310.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,Goed
6703451,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,Goed
6703586,Brugge,8000.0,,house,huis,Vaste prijs,4.0,185.0,,,,,,,,Goed
6709545,Kortrijk,8500.0,100000.0,house,huis,Vaste prijs,4.0,,,,,,,,1.0,
6715069,Brasschaat,2930.0,,house,appartement,Vaste prijs,3.0,115.0,,0.0,,,,2.0,,Goed
6716171,Halle,1500.0,,house,appartement,Vaste prijs,2.0,,,0.0,,,,2.0,,
6716375,De Haan,8420.0,,house,huis,Vaste prijs,2.0,61.0,1.0,1.0,,,,,,Goed
6718731,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,27.0,,0.0,,,,,,Goed
6721997,Halle,1500.0,,house,huis,Vaste prijs,4.0,204.0,1.0,0.0,,,,,,
6722015,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,,,,,,,3.0,,Uitstekende staat
6722024,Beringen,3580.0,,house,huis,Vaste prijs,3.0,182.0,,0.0,,,,,,Goed
6724611,Halle,1500.0,,house,huis,Vaste prijs,3.0,,1.0,0.0,,,,,,
6724613,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6726110,Oostende,8400.0,,house,huis,Vaste prijs,3.0,178.0,1.0,0.0,1.0,,,,0.0,Goed
6729915,Halle,1500.0,,house,huis,Vaste prijs,3.0,156.0,,0.0,,,,,,
6729916,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,2.0,,
6729920,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,Goed
6733641,Brugge,8000.0,,house,huis,Vaste prijs,5.0,,,,,,,,,Goed
6736304,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,,0.0,0.0,1.0,,,4.0,,Uitstekende staat
6737967,Oostende,8400.0,,house,huis,Vaste prijs,3.0,154.0,,0.0,,,611.0,4.0,0.0,Goed
6738186,Chênée,4032.0,,house,huis,Vaste prijs,1.0,,,,,,,2.0,,
6744388,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,,,,,,,4.0,,Uitstekende staat
6744862,Assebroek,8310.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
6745583,Oostkamp,8020.0,,house,appartement,Vaste prijs,2.0,98.0,,,,,,,,Goed
6749290,Assebroek,8310.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,Goed
6749436,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,3.0,97.0,,0.0,,,,,,Goed
6753506,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,4.0,,Goed
6754215,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6754378,Brugge,8000.0,,house,appartement,Vaste prijs,3.0,131.0,,,,,,,,Goed
6754595,Haccourt,4684.0,,house,huis,Vaste prijs,5.0,,,,,,,4.0,,Goed
6756233,Haccourt,4684.0,,house,huis,Vaste prijs,5.0,,,0.0,,,,3.0,,Goed
6763400,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,1.0,46.0,,1.0,,,,,,Goed
6764563,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,133.0,,0.0,,,,2.0,,Uitstekende staat
6764565,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,131.0,,0.0,,,,2.0,,Uitstekende staat
6764566,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,122.0,,0.0,,,,2.0,,Uitstekende staat
6766012,Chênée,4032.0,,house,huis,Vaste prijs,2.0,,,,,,,3.0,,
6766050,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,4.0,,Uitstekende staat
6779704,Oostende,8400.0,,house,appartement,Vaste prijs,2.0,74.0,1.0,0.0,,,,2.0,,Uitstekende staat
6782325,Chênée,4032.0,,house,huis,Vaste prijs,2.0,,,,,,,3.0,,
6784362,Oostende,8400.0,,house,appartement,Vaste prijs,2.0,106.0,1.0,0.0,,,,2.0,0.0,Goed
6788750,Haaltert,9450.0,,house,huis,Vaste prijs,3.0,172.0,1.0,,,,,,,Goed
6792641,Beringen,3580.0,,house,huis,Vaste prijs,4.0,181.0,1.0,0.0,,,535.0,4.0,0.0,Op te frissen
6793550,Chênée,4032.0,,house,huis,Vaste prijs,4.0,,,,,,,2.0,,
6805671,Beringen,3580.0,,house,huis,Vaste prijs,3.0,156.0,1.0,0.0,,,700.0,4.0,0.0,Goed
6805994,Mouscron,7700.0,219000.0,house,huis,Vaste prijs,2.0,,1.0,,,,,2.0,,Goed
6806382,Brugge,8000.0,,house,huis,Vaste prijs,4.0,200.0,,,,,,,,
6806384,Brugge,8000.0,,house,huis,Vaste prijs,3.0,160.0,,,,,,,,
6809764,Oostende,8400.0,,house,huis,Vaste prijs,3.0,119.0,1.0,0.0,,,,2.0,0.0,Op te frissen
6812073,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,411.0,,,,,,4.0,,Goed
6825220,Brasschaat,2930.0,,house,appartement,Vaste prijs,2.0,163.0,,0.0,,,,2.0,,Uitstekende staat
6825221,,,,house,appartement,Vaste prijs,,,,,,,,,,
6841239,Antwerpen,2018.0,,house,huis,Vaste prijs,3.0,495.0,,0.0,,,,4.0,,Uitstekende staat
6843599,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,4.0,,
6844903,Haccourt,4684.0,,house,huis,Vaste prijs,6.0,,,0.0,,,,3.0,,Op te frissen
6853155,Beringen,3580.0,,house,huis,Vaste prijs,3.0,241.0,1.0,0.0,,,545.0,4.0,0.0,Goed
6855719,Lier,2500.0,1195000.0,house,huis,Vaste prijs,5.0,,,,,,,4.0,,Uitstekende staat
6856581,Brasschaat,2930.0,,house,huis,Vaste prijs,3.0,397.0,,0.0,,,,4.0,,Op te frissen
6857504,Oostende,8400.0,,house,appartement,Vaste prijs,2.0,103.0,1.0,0.0,,,,2.0,0.0,Op te frissen
6861781,Oudenaarde,9700.0,,house,appartement,Vaste prijs,1.0,80.0,0.0,,,,,2.0,,
6862076,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,4.0,,
6862312,Koksijde,8670.0,,house,appartement,Vaste prijs,2.0,60.0,0.0,1.0,,,,2.0,,Goed
6870448,Haccourt,4684.0,,house,huis,Vaste prijs,5.0,,,,,,,3.0,,Goed
6871444,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,165.0,,0.0,,,,4.0,,Goed
6872400,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,Net gerenoveerd
6873318,Brugge,8000.0,,house,huis,Vaste prijs,4.0,131.0,,,,,,4.0,,Goed
6873436,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,2.0,98.0,0.0,0.0,,,,,,Uitstekende staat
6873675,Chênée,4032.0,,house,huis,Vaste prijs,3.0,120.0,,,,,200.0,2.0,,
6874011,Haaltert,9450.0,,house,appartement,Vaste prijs,1.0,70.0,,,,,,,,Goed
6879347,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,4.0,,Uitstekende staat
6881714,Waremme,4300.0,,house,huis,Vaste prijs,3.0,110.0,1.0,,,25.0,,4.0,,Uitstekende staat
6883556,De Haan,8420.0,,house,huis,Vaste prijs,3.0,,1.0,,,,,,,Op te frissen
6888474,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,103.0,,0.0,,,,2.0,,Uitstekende staat
6888475,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,119.0,,0.0,,,,2.0,,Uitstekende staat
6888479,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,119.0,,0.0,,,,2.0,,Uitstekende staat
6888480,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,158.0,,0.0,,,,2.0,,Uitstekende staat
6893502,Beringen,3580.0,,house,huis,Vaste prijs,5.0,460.0,1.0,0.0,,,1735.0,,0.0,Uitstekende staat
6894450,Brugge,8000.0,,house,appartement,Vaste prijs,2.0,,,,,,,,,Net gerenoveerd
6896983,Halle,1500.0,,house,huis,Vaste prijs,3.0,,1.0,0.0,,,,,0.0,Uitstekende staat
6900523,Waremme,4300.0,,house,huis,Vaste prijs,3.0,200.0,0.0,,,,,3.0,,Te renoveren
6901185,Halle,1500.0,,house,huis,Vaste prijs,4.0,162.0,,0.0,,,,,,
6901188,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,2.0,,Goed
6903056,Heist,8300.0,,house,huis,Vaste prijs,3.0,178.0,,0.0,,,,,,Goed
6903586,Haccourt,4684.0,,house,appartement,Vaste prijs,3.0,130.0,,0.0,,,,3.0,,Uitstekende staat
6911524,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,170.0,,0.0,,,,3.0,,Uitstekende staat
6915404,Erembodegem,9320.0,,house,huis,Vaste prijs,4.0,200.0,0.0,,,,,3.0,,Goed
6917682,Brugge,8000.0,,house,huis,Vaste prijs,3.0,129.0,,,,,,,,Goed
6917690,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,41.0,1.0,1.0,,,,,,Goed
6919353,De Haan,8420.0,,house,appartement,Vaste prijs,3.0,70.0,,1.0,,,,,,Goed
6919679,Erembodegem,9320.0,,house,huis,Vaste prijs,5.0,265.0,0.0,,1.0,,,2.0,,Uitstekende staat
6920431,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,4.0,,Goed
6923569,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,2.0,65.0,1.0,1.0,,,,,,Goed
6923571,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,1.0,60.0,,1.0,,,,,,Goed
6924848,Waremme,4300.0,,house,appartement,Vaste prijs,3.0,115.0,0.0,,,,,2.0,,Op te frissen
6926345,Brakel,9660.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
6927726,Assebroek,8310.0,,house,appartement,Vaste prijs,2.0,85.0,,0.0,,,,2.0,,Uitstekende staat
6928285,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,,,0.0,,,215.0,3.0,,Goed
6933137,Pepinster,4860.0,,house,huis,Vaste prijs,2.0,87.0,0.0,,,,,2.0,,Goed
6935537,Gent – Zwijnaarde,9000.0,,house,huis,Vaste prijs,3.0,145.0,1.0,0.0,,,,,0.0,Op te frissen
6937302,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,Goed
6937303,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,Goed
6937305,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,Goed
6937306,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,Goed
6937308,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,Goed
6937309,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,Goed
6937311,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,Goed
6937312,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,Goed
6937313,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,Goed
6937314,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,Goed
6937315,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,Goed
6937374,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,Goed
6937377,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,Goed
6946060,Chênée,4032.0,,house,huis,Vaste prijs,2.0,,,,,,,3.0,,
6948385,Beringen,3580.0,,house,huis,Vaste prijs,3.0,162.0,,,,,700.0,4.0,,Goed
